sequence_num	token	bio_only	token_indices	upos	pos_indices	char_list	prediction
814	other	I	2676.0	ADJ	11.0	[13, 67, 31, 49, 90]	O
814	artists	I	5690.0	NOUN	0.0	[26, 90, 67, 32, 69, 67, 69]	O
815	yea	O	1557.0	NOUN	0.0	[79, 49, 26]	O
815	tanner	B	14801.0	NOUN	0.0	[67, 26, 40, 40, 49, 90]	O
815	do	O	421.0	VERB	14.0	[30, 13]	O
815	another	O	1543.0	DET	3.0	[26, 40, 13, 67, 31, 49, 90]	O
815	hide	O	13607.0	NOUN	0.0	[31, 32, 30, 49]	O
815	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
815	seek	O	9032.0	VERB	14.0	[69, 49, 49, 2]	O
815	but	O	92.0	CCONJ	16.0	[22, 50, 67]	O
815	dont	O	1483.0	NOUN	0.0	[30, 13, 40, 67]	O
815	name	O	4133.0	NOUN	0.0	[40, 26, 72, 49]	O
815	it	O	70.0	PRON	1.0	[32, 67]	O
815	the	O	3.0	DET	3.0	[67, 31, 49]	O
815	new	O	742.0	ADJ	11.0	[40, 49, 24]	O
815	house	O	198.0	NOUN	0.0	[31, 13, 50, 69, 49]	O
816	When	O	315.0	ADV	5.0	[86, 31, 49, 40]	O
816	is	O	52.0	AUX	2.0	[32, 69]	O
816	the	O	3.0	DET	3.0	[67, 31, 49]	O
816	Youtube	B	14801.0	PROPN	9.0	[16, 13, 50, 67, 50, 22, 49]	B
816	Fanfest	O	14801.0	ADJ	11.0	[8, 26, 40, 41, 49, 69, 67]	O
816	gonna	O	1021.0	NOUN	0.0	[35, 13, 40, 40, 26]	O
816	happen	O	1975.0	VERB	14.0	[31, 26, 9, 9, 49, 40]	O
816	?	O	131.0	PUNCT	8.0	[55]	O
816	😃	O	14801.0	SYM	10.0	[92]	O
817	I	O	7.0	PRON	1.0	[36]	O
817	missed	O	1322.0	VERB	14.0	[72, 32, 69, 69, 49, 30]	O
817	it	O	70.0	PRON	1.0	[32, 67]	O
817	.	O	13.0	PUNCT	8.0	[4]	O
817	Just	O	696.0	ADV	5.0	[27, 50, 69, 67]	O
817	had	O	120.0	AUX	2.0	[31, 26, 30]	O
817	ribs	O	14801.0	NOUN	0.0	[90, 32, 22, 69]	O
817	finish	O	7048.0	NOUN	0.0	[41, 32, 40, 32, 69, 31]	O
817	in	O	91.0	ADP	4.0	[32, 40]	O
817	the	O	3.0	DET	3.0	[67, 31, 49]	O
817	Q	O	8433.0	NOUN	0.0	[34]	O
817	when	O	253.0	ADV	5.0	[24, 31, 49, 40]	O
817	I	O	7.0	PRON	1.0	[36]	O
817	dropped	O	14801.0	VERB	14.0	[30, 90, 13, 9, 9, 49, 30]	O
817	a	O	74.0	DET	3.0	[26]	O
817	knife	O	939.0	NOUN	0.0	[2, 40, 32, 41, 49]	O
817	on	O	137.0	ADP	4.0	[13, 40]	O
817	a	O	74.0	DET	3.0	[26]	O
817	major	O	14801.0	ADJ	11.0	[72, 26, 23, 13, 90]	O
817	artery	O	14801.0	NOUN	0.0	[26, 90, 67, 49, 90, 79]	O
817	.	O	13.0	PUNCT	8.0	[4]	O
818	Im	O	2256.0	PROPN	9.0	[36, 72]	O
818	sure	O	613.0	ADJ	11.0	[69, 50, 90, 49]	O
818	you	O	156.0	PRON	1.0	[79, 13, 50]	O
818	may	O	118.0	AUX	2.0	[72, 26, 79]	O
818	build	O	14801.0	VERB	14.0	[22, 50, 32, 43, 30]	O
818	it	O	70.0	PRON	1.0	[32, 67]	O
818	too	O	122.0	ADV	5.0	[67, 13, 13]	O
818	guys	O	192.0	NOUN	0.0	[35, 50, 79, 69]	O
818	.	O	13.0	PUNCT	8.0	[4]	O
818	Just	O	696.0	ADV	5.0	[27, 50, 69, 67]	O
818	look	O	1716.0	VERB	14.0	[43, 13, 13, 2]	O
818	for	O	10.0	ADP	4.0	[41, 13, 90]	O
818	woodprix	B	14801.0	SYM	10.0	[24, 13, 13, 30, 9, 90, 32, 66]	O
818	page	O	5889.0	NOUN	0.0	[9, 26, 35, 49]	O
818	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
818	build	O	14801.0	VERB	14.0	[22, 50, 32, 43, 30]	O
818	it	O	70.0	PRON	1.0	[32, 67]	O
818	too	O	122.0	ADV	5.0	[67, 13, 13]	O
818	.	O	13.0	PUNCT	8.0	[4]	O
819	OMG	O	1612.0	INTJ	13.0	[6, 88, 12]	O
819	THANK	O	12836.0	NOUN	0.0	[73, 54, 21, 19, 56]	O
819	YOU	O	584.0	PRON	1.0	[16, 6, 83]	O
819	TO	O	589.0	SYM	10.0	[73, 6]	O
819	DO	O	1000.0	SYM	10.0	[77, 6]	O
819	THIS	O	2239.0	DET	3.0	[73, 54, 36, 25]	O
819	,	O	61.0	PUNCT	8.0	[1]	O
819	I	O	7.0	PRON	1.0	[36]	O
819	would	O	1374.0	AUX	2.0	[24, 13, 50, 43, 30]	O
819	like	O	141.0	INTJ	13.0	[43, 32, 2, 49]	O
819	won	O	1052.0	VERB	14.0	[24, 13, 40]	O
819	the	O	3.0	DET	3.0	[67, 31, 49]	O
819	Jet	B	14801.0	NOUN	0.0	[27, 49, 67]	O
819	Black	I	4707.0	PROPN	9.0	[68, 43, 26, 0, 2]	B
819	Airpods	I	14801.0	NOUN	0.0	[21, 32, 90, 9, 13, 30, 69]	O
819	.	O	13.0	PUNCT	8.0	[4]	O
820	When	O	315.0	ADV	5.0	[86, 31, 49, 40]	O
820	will	O	426.0	AUX	2.0	[24, 32, 43, 43]	O
820	we	O	268.0	PRON	1.0	[24, 49]	O
820	get	O	165.0	VERB	14.0	[35, 49, 67]	O
820	that	O	557.0	PRON	1.0	[67, 31, 26, 67]	O
820	Filthy	B	14801.0	PROPN	9.0	[8, 32, 43, 67, 31, 79]	B
820	Frank	I	2799.0	PROPN	9.0	[8, 90, 26, 40, 2]	I
820	reaction	O	7137.0	NOUN	0.0	[90, 49, 26, 0, 67, 32, 13, 40]	O
820	?	O	131.0	PUNCT	8.0	[55]	O
821	My	O	538.0	PRON	1.0	[88, 79]	O
821	hole	O	6783.0	NOUN	0.0	[31, 13, 43, 49]	O
821	school	O	903.0	NOUN	0.0	[69, 0, 31, 13, 13, 43]	O
821	is	O	52.0	AUX	2.0	[32, 69]	O
821	hyped	O	5026.0	VERB	14.0	[31, 79, 9, 49, 30]	O
821	because	O	292.0	SCONJ	17.0	[22, 49, 0, 26, 50, 69, 49]	O
821	ever	O	2889.0	ADV	5.0	[49, 33, 49, 90]	O
821	since	O	572.0	ADV	5.0	[69, 32, 40, 0, 49]	O
821	he	O	1152.0	PRON	1.0	[31, 49]	O
821	came	O	1785.0	VERB	14.0	[0, 26, 72, 49]	O
821	here	O	22.0	ADV	5.0	[31, 49, 90, 49]	O
821	Iowa	B	12731.0	PROPN	9.0	[36, 13, 24, 26]	B
821	started	O	2476.0	VERB	14.0	[69, 67, 26, 90, 67, 49, 30]	O
821	to	O	35.0	ADP	4.0	[67, 13]	O
821	get	O	165.0	VERB	14.0	[35, 49, 67]	O
821	popular	O	5471.0	ADJ	11.0	[9, 13, 9, 50, 43, 26, 90]	O
822	Bravo	O	14801.0	PROPN	9.0	[68, 90, 26, 33, 13]	B
822	!	O	81.0	PUNCT	8.0	[65]	O
822	Funny	O	2313.0	ADJ	11.0	[8, 50, 40, 40, 79]	O
822	!	O	81.0	PUNCT	8.0	[65]	O
822	:	O	29.0	PUNCT	8.0	[53]	O
822	)	O	102.0	PUNCT	8.0	[70]	O
823	The	O	191.0	DET	3.0	[73, 31, 49]	O
823	fuckin	O	2982.0	NOUN	0.0	[41, 50, 0, 2, 32, 40]	O
823	kendrick	B	14801.0	NOUN	0.0	[2, 49, 40, 30, 90, 32, 0, 2]	O
823	reference	O	13334.0	NOUN	0.0	[90, 49, 41, 49, 90, 49, 40, 0, 49]	O
824	My	O	538.0	PRON	1.0	[88, 79]	O
824	dog	O	3503.0	NOUN	0.0	[30, 13, 35]	O
824	was	O	71.0	AUX	2.0	[24, 26, 69]	O
824	fast	O	1541.0	ADJ	11.0	[41, 26, 69, 67]	O
824	asleep	O	5758.0	X	6.0	[26, 69, 43, 49, 49, 9]	O
824	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
824	then	O	389.0	ADV	5.0	[67, 31, 49, 40]	O
824	heard	O	650.0	VERB	14.0	[31, 49, 26, 90, 30]	O
824	Jpeg	O	14801.0	PROPN	9.0	[27, 9, 49, 35]	B
824	cry	O	6045.0	VERB	14.0	[0, 90, 79]	O
824	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
824	it	O	70.0	PRON	1.0	[32, 67]	O
824	woke	O	4378.0	NOUN	0.0	[24, 13, 2, 49]	O
824	her	O	349.0	PRON	1.0	[31, 49, 90]	O
824	up	O	109.0	ADV	5.0	[50, 9]	O
824	.	O	13.0	PUNCT	8.0	[4]	O
824	Now	O	1658.0	ADV	5.0	[19, 13, 24]	O
824	she	O	1525.0	PRON	1.0	[69, 31, 49]	O
824	wants	O	6639.0	VERB	14.0	[24, 26, 40, 67, 69]	O
824	to	O	35.0	ADP	4.0	[67, 13]	O
824	leave	O	965.0	VERB	14.0	[43, 49, 26, 33, 49]	O
824	the	O	3.0	DET	3.0	[67, 31, 49]	O
824	room	O	1171.0	NOUN	0.0	[90, 13, 13, 72]	O
824	.	O	13.0	PUNCT	8.0	[4]	O
824	Lol	O	2760.0	PROPN	9.0	[47, 13, 43]	O
825	""""""""""	O	163.0	PUNCT	8.0	[82, 82, 82, 82]	O
825	GET	O	1090.0	X	6.0	[12, 28, 73]	O
825	YOUR	O	14729.0	PRON	1.0	[16, 6, 83, 59]	O
825	HEAD	O	11669.0	NOUN	0.0	[54, 28, 21, 77]	O
825	DOWN	O	14801.0	PROPN	9.0	[77, 6, 86, 19]	B
825	AND	O	582.0	CCONJ	16.0	[21, 19, 77]	O
825	KEEP	O	14801.0	PROPN	9.0	[56, 28, 28, 39]	B
825	MOVING	O	14801.0	NOUN	0.0	[88, 6, 62, 36, 19, 12]	O
825	!	O	81.0	PUNCT	8.0	[65]	O
825	""""""""""	O	163.0	PUNCT	8.0	[82, 82, 82, 82]	O
825	That	O	1740.0	PRON	1.0	[73, 31, 26, 67]	O
825	part	O	3067.0	NOUN	0.0	[9, 26, 90, 67]	O
825	brings	O	6446.0	NOUN	0.0	[22, 90, 32, 40, 35, 69]	O
825	me	O	130.0	PRON	1.0	[72, 49]	O
825	back	O	376.0	ADV	5.0	[22, 26, 0, 2]	O
825	to	O	35.0	ADP	4.0	[67, 13]	O
825	the	O	3.0	DET	3.0	[67, 31, 49]	O
825	old	O	915.0	ADJ	11.0	[13, 43, 30]	O
825	days	O	355.0	NOUN	0.0	[30, 26, 79, 69]	O
825	of	O	45.0	ADP	4.0	[13, 41]	O
825	COD	O	14801.0	NOUN	0.0	[84, 6, 77]	O
825	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
825	gives	O	2508.0	VERB	14.0	[35, 32, 33, 49, 69]	O
825	me	O	130.0	PRON	1.0	[72, 49]	O
825	goosebumps	O	14801.0	INTJ	13.0	[35, 13, 13, 69, 49, 22, 50, 72, 9, 69]	O
826	you	O	156.0	PRON	1.0	[79, 13, 50]	O
826	gotta	O	545.0	NOUN	0.0	[35, 13, 67, 67, 26]	O
826	love	O	1010.0	NOUN	0.0	[43, 13, 33, 49]	O
826	the	O	3.0	DET	3.0	[67, 31, 49]	O
826	cavs	B	14801.0	NOUN	0.0	[0, 26, 33, 69]	O
826	'	O	573.0	PUNCT	8.0	[74]	O
826	camaraderie	O	14801.0	NOUN	0.0	[0, 26, 72, 26, 90, 26, 30, 49, 90, 32, 49]	O
826	,	O	61.0	PUNCT	8.0	[1]	O
826	it	O	70.0	PRON	1.0	[32, 67]	O
826	'	O	573.0	PUNCT	8.0	[74]	O
826	s	O	5354.0	PART	15.0	[69]	O
826	great	O	181.0	ADJ	11.0	[35, 90, 49, 26, 67]	O
826	to	O	35.0	ADP	4.0	[67, 13]	O
826	see	O	260.0	VERB	14.0	[69, 49, 49]	O
826	the	O	3.0	DET	3.0	[67, 31, 49]	O
826	big	O	740.0	ADJ	11.0	[22, 32, 35]	O
826	three	O	1627.0	NUM	7.0	[67, 31, 90, 49, 49]	O
826	gell	O	14801.0	AUX	2.0	[35, 49, 43, 43]	O
826	,	O	61.0	PUNCT	8.0	[1]	O
826	especially	O	4371.0	ADV	5.0	[49, 69, 9, 49, 0, 32, 26, 43, 43, 79]	O
826	kevin	B	14801.0	NOUN	0.0	[2, 49, 33, 32, 40]	O
826	love	O	1010.0	NOUN	0.0	[43, 13, 33, 49]	O
827	You	O	151.0	PRON	1.0	[16, 13, 50]	O
827	are	O	193.0	AUX	2.0	[26, 90, 49]	O
827	not	O	556.0	PART	15.0	[40, 13, 67]	O
827	bad	O	20.0	ADJ	11.0	[22, 26, 30]	O
827	with	O	319.0	ADP	4.0	[24, 32, 67, 31]	O
827	Takoyaki	O	14801.0	PROPN	9.0	[73, 26, 2, 13, 79, 26, 2, 32]	B
827	.	O	13.0	PUNCT	8.0	[4]	O
827	Great	O	1727.0	ADJ	11.0	[12, 90, 49, 26, 67]	O
827	video	O	876.0	NOUN	0.0	[33, 32, 30, 49, 13]	O
827	!	O	81.0	PUNCT	8.0	[65]	O
828	lol	O	69.0	INTJ	13.0	[43, 13, 43]	O
828	singaporeans	O	14801.0	X	6.0	[69, 32, 40, 35, 26, 9, 13, 90, 49, 26, 40, 69]	O
828	should	O	1018.0	AUX	2.0	[69, 31, 13, 50, 43, 30]	O
828	kill	O	853.0	VERB	14.0	[2, 32, 43, 43]	O
828	each	O	1357.0	DET	3.0	[49, 26, 0, 31]	O
828	other	O	2676.0	ADJ	11.0	[13, 67, 31, 49, 90]	O
828	off	O	457.0	ADV	5.0	[13, 41, 41]	O
828	,	O	61.0	PUNCT	8.0	[1]	O
828	bunch	O	13506.0	NOUN	0.0	[22, 50, 40, 0, 31]	O
828	of	O	45.0	ADP	4.0	[13, 41]	O
828	uncivilised	O	14801.0	ADJ	11.0	[50, 40, 0, 32, 33, 32, 43, 32, 69, 49, 30]	O
828	donkeys	O	14801.0	INTJ	13.0	[30, 13, 40, 2, 49, 79, 69]	O
828	,	O	61.0	PUNCT	8.0	[1]	O
828	if	O	182.0	SCONJ	17.0	[32, 41]	O
828	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
828	try	O	1780.0	VERB	14.0	[67, 90, 79]	O
828	this	O	204.0	PRON	1.0	[67, 31, 32, 69]	O
828	stunt	O	14801.0	NOUN	0.0	[69, 67, 50, 40, 67]	O
828	in	O	91.0	ADP	4.0	[32, 40]	O
828	the	O	3.0	DET	3.0	[67, 31, 49]	O
828	U	B	3624.0	X	6.0	[83]	B
828	.	I	13.0	PUNCT	8.0	[4]	O
828	S	I	288.0	PROPN	9.0	[25]	O
828	,	O	61.0	PUNCT	8.0	[1]	O
828	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
828	will	O	426.0	AUX	2.0	[24, 32, 43, 43]	O
828	get	O	165.0	VERB	14.0	[35, 49, 67]	O
828	a	O	74.0	DET	3.0	[26]	O
828	headshot	O	14801.0	NOUN	0.0	[31, 49, 26, 30, 69, 31, 13, 67]	O
828	free	O	304.0	ADJ	11.0	[41, 90, 49, 49]	O
828	of	O	45.0	ADP	4.0	[13, 41]	O
828	charge	O	1513.0	NOUN	0.0	[0, 31, 26, 90, 35, 49]	O
828	courtesy	O	1967.0	NOUN	0.0	[0, 13, 50, 90, 67, 49, 69, 79]	O
828	of	O	45.0	ADP	4.0	[13, 41]	O
828	being	O	330.0	AUX	2.0	[22, 49, 32, 40, 35]	O
828	a	O	74.0	DET	3.0	[26]	O
828	bitch	O	3972.0	NOUN	0.0	[22, 32, 67, 0, 31]	O
828	😆	O	14801.0	SYM	10.0	[92]	O
829	Upcoming	O	14801.0	PROPN	9.0	[83, 9, 0, 13, 72, 32, 40, 35]	B
829	the	O	3.0	DET	3.0	[67, 31, 49]	O
829	fight	O	5506.0	NOUN	0.0	[41, 32, 35, 31, 67]	O
829	of	O	45.0	ADP	4.0	[13, 41]	I
829	the	O	3.0	DET	3.0	[67, 31, 49]	O
829	decade	O	14801.0	NOUN	0.0	[30, 49, 0, 26, 30, 49]	O
829	,	O	61.0	PUNCT	8.0	[1]	O
829	Canelo	B	14801.0	PROPN	9.0	[84, 26, 40, 49, 43, 13]	B
829	Vs	O	8180.0	NOUN	0.0	[62, 69]	O
829	Julio	B	14801.0	PROPN	9.0	[27, 50, 43, 32, 13]	I
829	César	I	14801.0	PROPN	9.0	[84, 92, 69, 26, 90]	I
829	Jrs	I	14801.0	PROPN	9.0	[27, 90, 69]	I
829	.	O	13.0	PUNCT	8.0	[4]	O
829	Who	O	626.0	PRON	1.0	[86, 31, 13]	O
829	will	O	426.0	AUX	2.0	[24, 32, 43, 43]	O
829	win	O	911.0	VERB	14.0	[24, 32, 40]	O
829	?	O	131.0	PUNCT	8.0	[55]	O
830	Omg	O	5937.0	INTJ	13.0	[6, 72, 35]	O
830	you	O	156.0	PRON	1.0	[79, 13, 50]	O
830	craft	O	14801.0	NOUN	0.0	[0, 90, 26, 41, 67]	O
830	better	O	3196.0	ADJ	11.0	[22, 49, 67, 67, 49, 90]	O
830	then	O	389.0	ADV	5.0	[67, 31, 49, 40]	O
830	me	O	130.0	PRON	1.0	[72, 49]	O
830	😥	O	14801.0	SYM	10.0	[92]	O
830	.	O	13.0	PUNCT	8.0	[4]	O
830	so	O	79.0	ADV	5.0	[69, 13]	O
830	cool	O	226.0	ADJ	11.0	[0, 13, 13, 43]	O
830	😀	O	14801.0	SYM	10.0	[92]	O
831	This	O	86.0	PRON	1.0	[73, 31, 32, 69]	O
831	is	O	52.0	AUX	2.0	[32, 69]	O
831	a	O	74.0	DET	3.0	[26]	O
831	perfect	O	962.0	ADJ	11.0	[9, 49, 90, 41, 49, 0, 67]	O
831	Mother	O	14801.0	NOUN	0.0	[88, 13, 67, 31, 49, 90]	O
831	'	O	573.0	PUNCT	8.0	[74]	O
831	s	O	5354.0	PART	15.0	[69]	O
831	day	O	54.0	NOUN	0.0	[30, 26, 79]	O
831	gift	O	14801.0	NOUN	0.0	[35, 32, 41, 67]	O
831	just	O	93.0	ADV	5.0	[23, 50, 69, 67]	O
831	to	O	35.0	ADP	4.0	[67, 13]	O
831	have	O	119.0	VERB	14.0	[31, 26, 33, 49]	O
831	her	O	349.0	PRON	1.0	[31, 49, 90]	O
831	children	O	4295.0	NOUN	0.0	[0, 31, 32, 43, 30, 90, 49, 40]	O
831	back	O	376.0	ADV	5.0	[22, 26, 0, 2]	O
831	.	O	13.0	PUNCT	8.0	[4]	O
831	I	O	7.0	PRON	1.0	[36]	O
831	'	O	573.0	PUNCT	8.0	[74]	O
831	m	O	1876.0	NOUN	0.0	[72]	O
831	so	O	79.0	ADV	5.0	[69, 13]	O
831	happy	O	925.0	ADJ	11.0	[31, 26, 9, 9, 79]	O
831	for	O	10.0	ADP	4.0	[41, 13, 90]	O
831	her	O	349.0	PRON	1.0	[31, 49, 90]	O
831	!	O	81.0	PUNCT	8.0	[65]	O
832	I	O	7.0	PRON	1.0	[36]	O
832	know	O	532.0	VERB	14.0	[2, 40, 13, 24]	O
832	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
832	were	O	225.0	AUX	2.0	[24, 49, 90, 49]	O
832	aliens	O	14801.0	X	6.0	[26, 43, 32, 49, 40, 69]	B
832	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
832	are	O	193.0	AUX	2.0	[26, 90, 49]	O
832	n	O	489.0	PART	15.0	[40]	O
832	'	O	573.0	PUNCT	8.0	[74]	O
832	t	O	5427.0	NOUN	0.0	[67]	O
832	real	O	1576.0	ADJ	11.0	[90, 49, 26, 43]	O
832	,	O	61.0	PUNCT	8.0	[1]	O
832	but	O	92.0	CCONJ	16.0	[22, 50, 67]	O
832	we	O	268.0	PRON	1.0	[24, 49]	O
832	need	O	386.0	VERB	14.0	[40, 49, 49, 30]	O
832	the	O	3.0	DET	3.0	[67, 31, 49]	O
832	adipose	O	14801.0	VERB	14.0	[26, 30, 32, 9, 13, 69, 49]	O
832	pills	O	14801.0	NOUN	0.0	[9, 32, 43, 43, 69]	O
832	from	O	5.0	ADP	4.0	[41, 90, 13, 72]	O
832	Doctor	B	8997.0	NOUN	0.0	[77, 13, 0, 67, 13, 90]	O
832	Who	I	626.0	PRON	1.0	[86, 31, 13]	O
832	,	O	61.0	PUNCT	8.0	[1]	O
832	they	O	224.0	PRON	1.0	[67, 31, 49, 79]	O
832	actually	O	2739.0	ADV	5.0	[26, 0, 67, 50, 26, 43, 43, 79]	O
832	worked	O	541.0	VERB	14.0	[24, 13, 90, 2, 49, 30]	O
832	,	O	61.0	PUNCT	8.0	[1]	O
832	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
832	the	O	3.0	DET	3.0	[67, 31, 49]	O
832	adipose	O	14801.0	VERB	14.0	[26, 30, 32, 9, 13, 69, 49]	O
832	are	O	193.0	AUX	2.0	[26, 90, 49]	O
832	really	O	555.0	ADV	5.0	[90, 49, 26, 43, 43, 79]	O
832	cute	O	2890.0	ADJ	11.0	[0, 50, 67, 49]	O
832	XD	O	1278.0	SYM	10.0	[45, 77]	O
833	This	O	86.0	PRON	1.0	[73, 31, 32, 69]	O
833	IS	O	1567.0	AUX	2.0	[36, 25]	O
833	amazing	O	1058.0	ADJ	11.0	[26, 72, 26, 3, 32, 40, 35]	O
833	.	O	13.0	PUNCT	8.0	[4]	O
833	Sad	O	5533.0	PROPN	9.0	[25, 26, 30]	B
833	for	O	10.0	ADP	4.0	[41, 13, 90]	O
833	me	O	130.0	PRON	1.0	[72, 49]	O
833	as	O	248.0	ADV	5.0	[26, 69]	O
833	I	O	7.0	PRON	1.0	[36]	O
833	do	O	421.0	VERB	14.0	[30, 13]	O
833	n	O	489.0	PART	15.0	[40]	O
833	'	O	573.0	PUNCT	8.0	[74]	O
833	t	O	5427.0	NOUN	0.0	[67]	O
833	have	O	119.0	VERB	14.0	[31, 26, 33, 49]	O
833	a	O	74.0	DET	3.0	[26]	O
833	cat	O	14801.0	NOUN	0.0	[0, 26, 67]	O
833	anymore	O	1696.0	ADV	5.0	[26, 40, 79, 72, 13, 90, 49]	O
833	,	O	61.0	PUNCT	8.0	[1]	O
833	another	O	1543.0	DET	3.0	[26, 40, 13, 67, 31, 49, 90]	O
833	is	O	52.0	AUX	2.0	[32, 69]	O
833	on	O	137.0	ADP	4.0	[13, 40]	O
833	my	O	53.0	PRON	1.0	[72, 79]	O
833	list	O	870.0	NOUN	0.0	[43, 32, 69, 67]	O
833	100	O	1805.0	NUM	7.0	[29, 10, 10]	O
833	%	O	14304.0	X	6.0	[80]	O
834	This	O	86.0	PRON	1.0	[73, 31, 32, 69]	O
834	is	O	52.0	AUX	2.0	[32, 69]	O
834	amazing	O	1058.0	ADJ	11.0	[26, 72, 26, 3, 32, 40, 35]	O
834	.	O	13.0	PUNCT	8.0	[4]	O
834	Praise	O	14801.0	NOUN	0.0	[39, 90, 26, 32, 69, 49]	O
834	His	O	9466.0	PRON	1.0	[54, 32, 69]	O
834	holly	O	1995.0	ADV	5.0	[31, 13, 43, 43, 79]	O
834	name	O	4133.0	NOUN	0.0	[40, 26, 72, 49]	O
834	👐	O	14801.0	SYM	10.0	[92]	O
834	👏	O	14801.0	SYM	10.0	[92]	O
835	malume	B	14801.0	NOUN	0.0	[72, 26, 43, 50, 72, 49]	O
835	freddy	B	14801.0	ADJ	11.0	[41, 90, 49, 30, 30, 79]	O
835	l	O	5185.0	INTJ	13.0	[43]	O
835	love	O	1010.0	NOUN	0.0	[43, 13, 33, 49]	O
835	you	O	156.0	PRON	1.0	[79, 13, 50]	O
835	,	O	61.0	PUNCT	8.0	[1]	O
835	kkkkkkk	O	14801.0	NOUN	0.0	[2, 2, 2, 2, 2, 2, 2]	O
835	dintle	O	14801.0	NOUN	0.0	[30, 32, 40, 67, 43, 49]	O
835	imali	O	14801.0	X	6.0	[32, 72, 26, 43, 32]	B
835	dololo	O	14801.0	INTJ	13.0	[30, 13, 43, 13, 43, 13]	O
835	.	O	13.0	PUNCT	8.0	[4]	O
835	.	O	13.0	PUNCT	8.0	[4]	O
835	.	O	13.0	PUNCT	8.0	[4]	O
835	.	O	13.0	PUNCT	8.0	[4]	O
835	.	O	13.0	PUNCT	8.0	[4]	O
835	YV	O	14801.0	X	6.0	[16, 62]	B
835	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
835	romeo	B	14801.0	NOUN	0.0	[90, 13, 72, 49, 13]	O
835	my	O	53.0	PRON	1.0	[72, 79]	O
835	favorite	O	1539.0	NOUN	0.0	[41, 26, 33, 13, 90, 32, 67, 49]	O
835	people	O	174.0	NOUN	0.0	[9, 49, 13, 9, 43, 49]	O
835	good	O	75.0	ADJ	11.0	[35, 13, 13, 30]	O
835	matching	O	11233.0	VERB	14.0	[72, 26, 67, 0, 31, 32, 40, 35]	O
835	team	O	1198.0	NOUN	0.0	[67, 49, 26, 72]	O
835	.	O	13.0	PUNCT	8.0	[4]	O
836	i	O	216.0	PRON	1.0	[32]	O
836	am	O	126.0	AUX	2.0	[26, 72]	O
836	a	O	74.0	DET	3.0	[26]	O
836	jake	B	14801.0	NOUN	0.0	[23, 26, 2, 49]	O
836	pouler	I	14801.0	NOUN	0.0	[9, 13, 50, 43, 49, 90]	O
836	its	O	524.0	PRON	1.0	[32, 67, 69]	O
836	every	O	160.0	DET	3.0	[49, 33, 49, 90, 79]	O
836	day	O	54.0	NOUN	0.0	[30, 26, 79]	O
836	bro	O	2467.0	NOUN	0.0	[22, 90, 13]	O
837	Do	O	431.0	VERB	14.0	[77, 13]	O
837	n	O	489.0	PART	15.0	[40]	O
837	'	O	573.0	PUNCT	8.0	[74]	O
837	t	O	5427.0	NOUN	0.0	[67]	O
837	mean	O	429.0	VERB	14.0	[72, 49, 26, 40]	O
837	to	O	35.0	ADP	4.0	[67, 13]	O
837	be	O	179.0	AUX	2.0	[22, 49]	O
837	rude	O	14801.0	ADJ	11.0	[90, 50, 30, 49]	O
837	,	O	61.0	PUNCT	8.0	[1]	O
837	but	O	92.0	CCONJ	16.0	[22, 50, 67]	O
837	you	O	156.0	PRON	1.0	[79, 13, 50]	O
837	should	O	1018.0	AUX	2.0	[69, 31, 13, 50, 43, 30]	O
837	do	O	421.0	VERB	14.0	[30, 13]	O
837	some	O	281.0	DET	3.0	[69, 13, 72, 49]	O
837	actual	O	3670.0	ADJ	11.0	[26, 0, 67, 50, 26, 43]	O
837	research	O	1565.0	NOUN	0.0	[90, 49, 69, 49, 26, 90, 0, 31]	O
837	,	O	61.0	PUNCT	8.0	[1]	O
837	the	O	3.0	DET	3.0	[67, 31, 49]	O
837	amount	O	14801.0	NOUN	0.0	[26, 72, 13, 50, 40, 67]	O
837	of	O	45.0	ADP	4.0	[13, 41]	O
837	repetion	O	14801.0	NOUN	0.0	[90, 49, 9, 49, 67, 32, 13, 40]	O
837	and	O	113.0	CCONJ	16.0	[26, 40, 30]	O
837	misinformation	O	14801.0	NOUN	0.0	[72, 32, 69, 32, 40, 41, 13, 90, 72, 26, 67, 32, 13, 40]	O
837	is	O	52.0	AUX	2.0	[32, 69]	O
837	annoying	O	4493.0	ADJ	11.0	[26, 40, 40, 13, 79, 32, 40, 35]	O
837	.	O	13.0	PUNCT	8.0	[4]	O
837	Please	O	993.0	INTJ	13.0	[39, 43, 49, 26, 69, 49]	O
837	consider	O	5658.0	VERB	14.0	[0, 13, 40, 69, 32, 30, 49, 90]	O
837	making	O	1330.0	NOUN	0.0	[72, 26, 2, 32, 40, 35]	O
837	some	O	281.0	DET	3.0	[69, 13, 72, 49]	O
